id,abbreviation,assists,blocks,defensive_rebounds,field_goal_attempts,field_goal_percentage,field_goals,free_throw_attempts,free_throw_percentage,free_throws,games_played,minutes_played,name,offensive_rebounds,opp_assists,opp_blocks,opp_defensive_rebounds,opp_field_goal_attempts,opp_field_goal_percentage,opp_field_goals,opp_free_throw_attempts,opp_free_throw_percentage,opp_free_throws,opp_offensive_rebounds,opp_personal_fouls,opp_points,opp_steals,opp_three_point_field_goal_attempts,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_turnovers,opp_two_point_field_goal_attempts,opp_two_point_field_goal_percentage,opp_two_point_field_goals,personal_fouls,points,rank,steals,three_point_field_goal_attempts,three_point_field_goal_percentage,three_point_field_goals,total_rebounds,turnovers,two_point_field_goal_attempts,two_point_field_goal_percentage,two_point_field_goals,year,wins,games,playoff_wins,playoff_games
POR 1985,POR,2225,516,2298,7374,0.503,3708,2667,0.751,2002,82,19880,Portland Trail Blazers,1202,2235,459,2336,7494,0.493,3697,2269,0.766,1737,1268,2160,9190,726,232,0.254,59,3604,1607,7262,0.501,3638,1957,9469,4,821,202,0.252,51,3500,1481,7172,0.51,3657,1985,42,82,4,9
KCK 1985,KCK,2342,300,2327,7275,0.504,3664,2595,0.779,2022,82,19755,Kansas City Kings,1167,2344,512,2267,7461,0.51,3805,2546,0.769,1957,1166,2205,9632,761,259,0.251,65,3433,1424,7202,0.519,3740,2169,9413,5,661,238,0.265,63,3494,1593,7037,0.512,3601,1985,31,82,0,0
BOS 1985,BOS,2287,414,2630,7325,0.508,3721,2307,0.806,1860,82,19705,Boston Celtics,1116,2041,315,2287,7642,0.477,3642,1922,0.787,1512,1105,1964,8867,641,269,0.264,71,3392,1222,7373,0.484,3571,1781,9412,6,645,309,0.356,110,3746,1332,7016,0.515,3611,1985,63,82,13,21
SAS 1985,SAS,2316,443,2470,7202,0.513,3698,2571,0.763,1961,82,19780,San Antonio Spurs,1127,2283,472,2265,7348,0.496,3644,2548,0.776,1977,1136,2154,9337,749,242,0.298,72,3401,1489,7106,0.503,3572,2180,9412,7,757,202,0.272,55,3597,1542,7000,0.52,3643,1985,41,82,2,5
PHI 1985,PHI,1999,534,2364,6992,0.492,3443,2883,0.803,2316,82,19805,Philadelphia 76ers,1301,2139,391,2173,7157,0.488,3494,2397,0.775,1857,1183,2209,8925,753,311,0.257,80,3356,1534,6846,0.499,3414,1971,9261,8,817,224,0.263,59,3665,1575,6768,0.5,3384,1985,58,82,8,13
HOU 1985,HOU,2239,597,2395,7440,0.504,3748,2261,0.699,1581,82,19830,Houston Rockets,1325,2117,415,2222,7274,0.481,3500,2425,0.778,1887,1159,1903,8977,773,258,0.349,90,3381,1495,7016,0.486,3410,2033,9118,9,683,186,0.22,41,3720,1605,7254,0.511,3707,1985,48,82,2,5
DAL 1985,DAL,2152,335,2345,7280,0.489,3560,2324,0.793,1844,82,19855,Dallas Mavericks,1095,2113,430,2470,7200,0.504,3626,2080,0.763,1588,1062,2066,8938,572,318,0.308,98,3532,1340,6882,0.513,3528,1796,9116,10,575,443,0.343,152,3440,1184,6837,0.498,3408,1985,44,82,1,4
MIL 1985,MIL,2164,486,2353,7256,0.491,3564,2473,0.757,1873,82,19805,Milwaukee Bucks,1256,1904,389,2293,6972,0.461,3214,2700,0.748,2020,1236,2104,8528,642,308,0.26,80,3529,1562,6664,0.47,3134,2239,9090,11,689,294,0.303,89,3609,1382,6962,0.499,3475,1985,59,82,3,8
GSW 1985,GSW,1759,284,2139,7555,0.463,3498,2531,0.768,1944,82,19855,Golden State Warriors,1327,2336,469,2521,7165,0.536,3839,2530,0.758,1919,1101,2180,9654,650,220,0.259,57,3622,1583,6945,0.545,3782,2136,9052,12,803,397,0.282,112,3466,1460,7158,0.473,3386,1985,22,82,0,0
NJN 1985,NJN,2163,415,2325,7445,0.49,3646,2237,0.729,1631,82,19755,New Jersey Nets,1233,1975,352,2405,7040,0.499,3514,2454,0.753,1849,1084,1933,8956,680,262,0.302,79,3489,1496,6778,0.507,3435,2011,8975,13,772,224,0.232,52,3558,1355,7221,0.498,3594,1985,42,82,0,3
UTA 1985,UTA,2143,697,2554,7302,0.476,3478,2434,0.772,1878,82,19755,Utah Jazz,1081,2069,443,2645,7604,0.464,3532,2375,0.762,1810,1360,2076,8946,806,280,0.257,72,4005,1606,7324,0.472,3460,1961,8937,14,712,307,0.336,103,3635,1575,6995,0.482,3375,1985,41,82,4,10
CHI 1985,CHI,1992,468,2366,6909,0.5,3453,2526,0.784,1981,82,19805,Chicago Bulls,1074,2045,447,2260,7210,0.488,3521,2394,0.774,1852,1137,2040,8985,668,292,0.312,91,3397,1323,6918,0.496,3430,2071,8916,15,622,161,0.18,29,3440,1463,6748,0.507,3424,1985,38,82,1,4
CLE 1985,CLE,2096,472,2445,7364,0.471,3470,2491,0.749,1867,82,19780,Cleveland Cavaliers,1203,2215,429,2451,7415,0.478,3547,2554,0.769,1965,1210,2101,9129,612,253,0.277,70,3661,1357,7162,0.485,3477,2173,8903,16,622,335,0.287,96,3648,1387,7029,0.48,3374,1985,36,82,1,4
IND 1985,IND,1945,366,2623,7324,0.476,3489,2516,0.744,1871,82,19780,Indiana Pacers,1198,2242,523,2583,7332,0.495,3628,2707,0.764,2068,1098,2072,9388,777,200,0.32,64,3681,1424,7132,0.5,3564,2237,8879,17,625,155,0.194,30,3821,1622,7169,0.482,3459,1985,22,82,0,0
PHO 1985,PHO,2335,349,2425,7144,0.491,3507,2280,0.771,1757,82,19805,Phoenix Suns,1026,2181,410,2416,7309,0.493,3605,2295,0.765,1756,1125,2019,9031,771,224,0.29,65,3541,1468,7085,0.5,3540,2034,8858,18,727,307,0.283,87,3451,1583,6837,0.5,3420,1985,36,82,0,3
LAC 1985,LAC,1934,497,2434,7119,0.495,3527,2208,0.758,1674,82,19730,Los Angeles Clippers,1163,2264,422,2282,7630,0.49,3737,2115,0.758,1604,1248,1887,9152,770,263,0.281,74,3530,1242,7367,0.497,3663,1840,8784,19,534,188,0.298,56,3597,1587,6931,0.501,3471,1985,31,82,0,0
ATL 1985,ATL,2009,541,2345,7119,0.484,3444,2371,0.752,1782,82,19855,Atlanta Hawks,1161,2087,373,2411,7267,0.482,3504,2384,0.758,1808,1332,1972,8862,674,212,0.217,46,3743,1488,7055,0.49,3458,2047,8743,20,665,235,0.311,73,3506,1475,6884,0.49,3371,1985,34,82,0,0
WSB 1985,WSB,2088,393,2395,7383,0.479,3534,1989,0.743,1478,82,19855,Washington Bullets,1012,1988,397,2673,7179,0.487,3494,2172,0.747,1623,1119,1833,8677,630,232,0.284,66,3792,1467,6947,0.493,3428,1869,8655,21,709,398,0.274,109,3407,1282,6985,0.49,3425,1985,40,82,1,4
NYK 1985,NYK,1999,267,2102,7101,0.484,3435,2350,0.726,1706,82,19830,New York Knicks,1116,2143,446,2401,6732,0.495,3329,3006,0.759,2282,1219,2038,9007,667,229,0.293,67,3620,1589,6503,0.502,3262,2398,8627,22,754,198,0.258,51,3218,1458,6903,0.49,3384,1985,24,82,0,0
SEA 1985,SEA,2185,343,2287,6910,0.474,3277,2305,0.771,1777,82,19705,Seattle SuperSonics,1019,2220,458,2379,7142,0.493,3520,2212,0.77,1703,1113,2020,8822,732,253,0.312,79,3492,1383,6889,0.499,3441,1974,8376,23,649,185,0.243,45,3306,1493,6725,0.481,3232,1985,31,82,0,0
DEN 1984,DEN,2482,352,2444,7983,0.493,3935,2690,0.818,2200,82,19805,Denver Nuggets,1133,2453,545,2737,7747,0.518,4016,2860,0.749,2143,1228,2272,10237,671,205,0.302,62,3965,1538,7542,0.524,3954,2279,10147,1,711,255,0.302,77,3577,1344,7728,0.499,3858,1984,38,82,2,5
SAS 1984,SAS,2361,491,2528,7721,0.506,3909,2604,0.755,1965,82,19980,San Antonio Spurs,1230,2518,464,2455,7910,0.505,3996,2427,0.758,1840,1293,2187,9884,652,216,0.241,52,3748,1427,7694,0.513,3944,2146,9862,2,685,263,0.3,79,3758,1447,7458,0.514,3830,1984,37,82,0,0
DET 1984,DET,2256,417,2434,7910,0.48,3798,2547,0.775,1974,82,19905,Detroit Pistons,1427,2193,527,2457,7369,0.496,3657,2577,0.753,1941,1163,2187,9308,621,202,0.262,53,3620,1480,7167,0.503,3604,2177,9602,3,697,141,0.227,32,3861,1310,7769,0.485,3766,1984,49,82,2,5
LAL 1984,LAL,2455,478,2499,7250,0.532,3854,2272,0.754,1712,82,19780,Los Angeles Lakers,1095,2261,376,2154,7600,0.483,3672,2346,0.751,1763,1253,1973,9170,797,223,0.283,63,3407,1443,7377,0.489,3609,2054,9478,4,726,226,0.257,58,3594,1578,7024,0.54,3796,1984,54,82,14,21
UTA 1984,UTA,2230,604,2522,7242,0.498,3606,2708,0.781,2115,82,19780,Utah Jazz,1096,2237,466,2461,7872,0.476,3745,2414,0.745,1799,1458,2194,9335,747,208,0.221,46,3919,1438,7664,0.483,3699,1978,9428,5,695,317,0.319,101,3618,1510,6925,0.506,3505,1984,45,82,5,11
POR 1984,POR,2082,397,2194,7189,0.505,3632,2637,0.754,1988,82,19805,Portland Trail Blazers,1251,2119,440,2185,6943,0.514,3566,2366,0.76,1797,1059,2184,8986,649,208,0.274,57,3244,1633,6735,0.521,3509,2134,9277,6,814,129,0.194,25,3445,1483,7060,0.511,3607,1984,48,82,2,5
BOS 1984,BOS,2122,430,2538,7235,0.5,3616,2407,0.792,1907,82,19955,Boston Celtics,1159,1957,328,2227,7372,0.47,3463,2143,0.774,1659,1101,2090,8656,703,219,0.324,71,3328,1329,7153,0.474,3392,1949,9194,7,673,229,0.24,55,3697,1420,7006,0.508,3561,1984,62,82,15,23
PHO 1984,PHO,2214,388,2298,7220,0.509,3677,2204,0.759,1673,82,19780,Phoenix Suns,1066,2059,298,2333,7061,0.497,3509,2540,0.77,1956,1065,2038,9028,675,219,0.247,54,3398,1480,6842,0.505,3455,2147,9101,8,693,291,0.254,74,3364,1451,6929,0.52,3603,1984,41,82,9,17
SDC 1984,SDC,1981,385,2382,7325,0.496,3634,2424,0.736,1785,82,19730,San Diego Clippers,1307,2370,458,2163,7406,0.509,3771,2233,0.783,1749,1112,2043,9344,727,187,0.283,53,3275,1242,7219,0.515,3718,2020,9077,9,567,128,0.188,24,3689,1515,7197,0.502,3610,1984,30,82,0,0
HOU 1984,HOU,2204,515,2483,7533,0.495,3729,2139,0.74,1583,82,19755,Houston Rockets,1200,2023,426,2458,7412,0.483,3583,2803,0.755,2116,1197,1916,9324,782,157,0.268,42,3655,1421,7255,0.488,3541,2317,9071,10,621,154,0.195,30,3683,1562,7379,0.501,3699,1984,29,82,0,0
DAL 1984,DAL,2164,360,2265,7235,0.5,3618,2350,0.755,1774,82,19955,Dallas Mavericks,1090,2131,417,2346,7282,0.499,3633,2198,0.768,1688,1180,2213,9017,632,222,0.284,63,3526,1386,7060,0.506,3570,1906,9052,11,579,184,0.228,42,3355,1303,7051,0.507,3576,1984,43,82,4,10
KCK 1984,KCK,2229,383,2273,7230,0.486,3516,2495,0.777,1939,82,19755,Kansas City Kings,1144,2108,493,2387,7169,0.502,3601,2510,0.761,1909,1126,2191,9144,660,164,0.201,33,3513,1584,7005,0.509,3568,2200,9023,12,715,189,0.275,52,3417,1504,7041,0.492,3464,1984,38,82,0,3
NJN 1984,NJN,2148,499,2313,7258,0.498,3614,2488,0.7,1742,82,19805,New Jersey Nets,1221,1913,416,2307,6974,0.491,3422,2675,0.761,2037,1097,2161,8929,781,181,0.265,48,3404,1674,6793,0.497,3374,2243,9019,13,814,232,0.211,49,3534,1608,7026,0.507,3565,1984,45,82,5,11
GSW 1984,GSW,1837,348,2171,7534,0.467,3519,2577,0.743,1915,82,19830,Golden State Warriors,1390,2150,494,2513,7210,0.517,3725,2377,0.758,1801,1211,2246,9287,691,171,0.211,36,3724,1694,7039,0.524,3689,2108,9008,14,830,226,0.243,55,3561,1518,7308,0.474,3464,1984,37,82,0,0
SEA 1984,SEA,2233,350,2332,7083,0.488,3460,2460,0.78,1918,82,19780,Seattle SuperSonics,1064,2278,388,2404,7337,0.489,3585,2168,0.763,1655,1167,2097,8879,663,228,0.237,54,3571,1330,7109,0.497,3531,1884,8865,15,636,140,0.193,27,3396,1360,6943,0.494,3433,1984,42,82,2,5
PHI 1984,PHI,2032,653,2382,6833,0.495,3384,2706,0.754,2041,82,19955,Philadelphia 76ers,1181,2062,483,2237,7136,0.48,3427,2367,0.742,1757,1235,2237,8658,805,207,0.227,47,3472,1559,6929,0.488,3380,2040,8838,16,807,107,0.271,29,3563,1628,6726,0.499,3355,1984,52,82,2,5
NYK 1984,NYK,2041,360,2230,6837,0.495,3386,2510,0.775,1944,82,19855,New York Knicks,1088,2049,397,2171,6687,0.488,3260,2474,0.758,1876,1045,2197,8448,721,189,0.275,52,3216,1683,6498,0.494,3208,2281,8763,17,803,165,0.285,47,3318,1587,6672,0.5,3339,1984,47,82,6,12
MIL 1984,MIL,2113,489,2385,6970,0.492,3432,2354,0.74,1743,82,19905,Milwaukee Bucks,1135,1959,319,2235,7033,0.456,3207,2489,0.751,1869,1252,2093,8325,653,203,0.207,42,3487,1404,6830,0.463,3165,2167,8666,18,642,232,0.254,59,3520,1415,6738,0.501,3373,1984,50,82,8,16
IND 1984,IND,2169,398,2398,7130,0.483,3447,2119,0.766,1624,82,19780,Indiana Pacers,1002,2117,444,2564,7175,0.495,3552,2415,0.757,1828,1194,1930,8961,761,146,0.199,29,3758,1587,7029,0.501,3523,2061,8566,19,834,207,0.232,48,3400,1525,6923,0.491,3399,1984,26,82,0,0
CHI 1984,CHI,2095,454,2300,6972,0.474,3305,2508,0.746,1871,82,19980,Chicago Bulls,1141,2235,514,2388,7082,0.494,3502,2471,0.763,1885,1125,2110,8926,786,182,0.203,37,3513,1513,6900,0.502,3465,2196,8501,20,687,117,0.171,20,3441,1578,6855,0.479,3285,1984,27,82,0,0
WSB 1984,WSB,2192,320,2387,6907,0.484,3344,2201,0.756,1664,82,19905,Washington Bullets,1027,2038,492,2381,7086,0.489,3465,2218,0.763,1693,1037,2021,8660,706,172,0.215,37,3418,1277,6914,0.496,3428,1989,8423,21,556,282,0.252,71,3414,1448,6625,0.494,3273,1984,35,82,1,4
CLE 1984,CLE,1930,375,2388,7232,0.465,3362,2178,0.743,1619,82,19855,Cleveland Cavaliers,1213,2141,395,2405,6930,0.487,3373,2541,0.763,1939,983,1906,8735,579,190,0.263,50,3388,1224,6740,0.493,3323,2206,8386,22,630,164,0.262,43,3601,1332,7068,0.47,3319,1984,28,82,0,0
ATL 1984,ATL,1827,558,2232,6809,0.474,3230,2414,0.761,1838,82,19855,Atlanta Hawks,1112,2026,424,2410,6845,0.479,3277,2380,0.771,1834,1191,2087,8427,579,185,0.211,39,3601,1409,6660,0.486,3238,2091,8321,23,626,106,0.217,23,3344,1329,6703,0.478,3207,1984,40,82,2,5
DEN 1983,DEN,2336,352,2524,7999,0.494,3951,2696,0.808,2179,82,19730,Denver Nuggets,1214,2389,611,2697,8120,0.505,4098,2393,0.747,1787,1369,2356,10054,728,253,0.281,71,4066,1636,7867,0.512,4027,2091,10105,1,789,126,0.19,24,3738,1496,7873,0.499,3927,1983,45,82,3,8
LAL 1983,LAL,2519,479,2433,7512,0.528,3964,2031,0.736,1495,82,19730,Los Angeles Lakers,1235,2389,380,2166,7617,0.49,3734,2008,0.725,1455,1294,1863,8978,766,212,0.259,55,3460,1562,7405,0.497,3679,1931,9433,2,844,96,0.104,10,3668,1584,7416,0.533,3954,1983,58,82,8,15
SAS 1983,SAS,2261,469,2599,7340,0.504,3697,2468,0.765,1887,82,19780,San Antonio Spurs,1232,2329,457,2263,7531,0.485,3654,2239,0.766,1716,1160,2199,9075,654,201,0.254,51,3423,1430,7330,0.492,3603,2095,9375,3,675,308,0.305,94,3831,1504,7032,0.512,3603,1983,53,82,6,11
KCK 1983,KCK,2155,409,2407,7485,0.497,3719,2530,0.727,1839,82,19780,Kansas City Kings,1256,1997,439,2403,7250,0.487,3531,2885,0.73,2107,1250,2245,9209,809,188,0.213,40,3653,1716,7062,0.494,3491,2432,9328,4,765,215,0.237,51,3663,1691,7270,0.505,3668,1983,45,82,0,0
DAL 1983,DAL,2227,348,2381,7550,0.487,3674,2462,0.752,1852,82,19730,Dallas Mavericks,1296,2291,562,2433,7481,0.502,3758,2347,0.728,1708,1217,2227,9277,607,202,0.262,53,3650,1383,7279,0.509,3705,2067,9243,5,552,185,0.232,43,3677,1348,7365,0.493,3631,1983,38,82,0,0
DET 1983,DET,2108,572,2477,7602,0.477,3623,2588,0.742,1921,82,19880,Detroit Pistons,1312,2252,561,2594,7679,0.495,3802,2287,0.72,1647,1266,2326,9272,761,182,0.115,21,3860,1580,7497,0.504,3781,2122,9239,6,679,272,0.265,72,3789,1557,7330,0.484,3551,1983,37,82,0,0
BOS 1983,BOS,2216,521,2532,7547,0.492,3711,2348,0.737,1730,82,19830,Boston Celtics,1273,2027,340,2393,7401,0.47,3477,2307,0.759,1750,1186,2137,8752,699,180,0.267,48,3579,1607,7221,0.475,3429,2062,9191,7,789,186,0.21,39,3805,1541,7361,0.499,3672,1983,56,82,2,7
PHI 1983,PHI,2016,577,2596,7212,0.499,3600,2650,0.742,1966,82,19830,Philadelphia 76ers,1334,2089,511,2263,7470,0.461,3442,2253,0.721,1624,1325,2246,8562,755,249,0.217,54,3588,1590,7221,0.469,3388,2041,9191,8,812,109,0.229,25,3930,1627,7103,0.503,3575,1983,65,82,12,13
CHI 1983,CHI,2086,400,2527,7373,0.48,3537,2690,0.737,1983,82,19905,Chicago Bulls,1267,2230,633,2456,7712,0.495,3816,2438,0.749,1825,1197,2266,9503,845,176,0.261,46,3653,1462,7536,0.5,3770,2192,9102,9,666,209,0.215,45,3794,1743,7164,0.487,3492,1983,28,82,0,0
SEA 1983,SEA,2278,437,2569,7277,0.494,3597,2459,0.73,1796,82,19805,Seattle SuperSonics,1152,2146,360,2397,7703,0.46,3546,2184,0.739,1615,1314,2152,8756,726,197,0.249,49,3711,1443,7506,0.466,3497,1969,9019,10,677,138,0.21,29,3721,1533,7139,0.5,3568,1983,48,82,0,2
UTA 1983,UTA,2176,595,2550,7342,0.48,3525,2440,0.756,1844,82,19755,Utah Jazz,1093,2202,448,2671,7932,0.478,3794,2288,0.719,1646,1439,2102,9282,826,199,0.241,48,4110,1601,7733,0.484,3746,2017,8938,11,758,183,0.24,44,3643,1683,7159,0.486,3481,1983,30,82,0,0
IND 1983,IND,2150,411,2294,7723,0.48,3707,1910,0.758,1447,82,19830,Indiana Pacers,1299,2237,439,2564,7284,0.517,3768,2413,0.752,1815,1206,1886,9391,761,142,0.282,40,3770,1643,7142,0.522,3728,2086,8911,12,755,236,0.212,50,3593,1535,7487,0.488,3657,1983,20,82,0,0
GSW 1983,GSW,1964,430,2284,7508,0.483,3627,2199,0.737,1620,82,19780,Golden State Warriors,1281,2170,489,2495,7260,0.51,3706,2391,0.732,1751,1249,2026,9205,758,167,0.251,42,3744,1690,7093,0.517,3664,2138,8908,13,856,150,0.227,34,3565,1606,7358,0.488,3593,1983,30,82,0,0
SDC 1983,SDC,2087,408,2108,7634,0.475,3625,2195,0.724,1589,82,19830,San Diego Clippers,1394,2105,519,2365,6910,0.529,3652,2626,0.748,1963,1095,1962,9299,789,130,0.246,32,3460,1723,6780,0.534,3620,2284,8903,14,820,262,0.244,64,3502,1600,7372,0.483,3561,1983,25,82,0,0
POR 1983,POR,2030,384,2380,7124,0.486,3459,2512,0.738,1855,82,19755,Portland Trail Blazers,1180,2072,500,2364,7211,0.486,3503,2046,0.768,1572,1126,2232,8633,658,188,0.293,55,3490,1546,7023,0.491,3448,1960,8808,15,749,150,0.233,35,3560,1495,6974,0.491,3424,1983,46,82,3,7
PHO 1983,PHO,2300,495,2518,7158,0.497,3555,2189,0.743,1626,82,19730,Phoenix Suns,1094,1988,343,2326,7265,0.455,3305,2268,0.753,1707,1210,2039,8361,712,199,0.221,44,3536,1560,7066,0.462,3261,2062,8776,16,749,158,0.253,40,3612,1545,7000,0.502,3515,1983,53,82,1,3
MIL 1983,MIL,2116,532,2477,7133,0.489,3486,2299,0.753,1731,82,19830,Milwaukee Bucks,1095,2043,300,2343,7318,0.456,3338,2243,0.742,1665,1303,2145,8379,623,209,0.182,38,3646,1523,7109,0.464,3300,2131,8740,17,662,169,0.219,37,3572,1447,6964,0.495,3449,1983,51,82,5,9
NJN 1983,NJN,2143,592,2427,7140,0.492,3510,2301,0.705,1622,82,19705,New Jersey Nets,1266,1978,495,2176,6962,0.478,3327,2370,0.737,1746,1102,2129,8445,860,208,0.216,45,3278,1871,6754,0.486,3282,2166,8672,18,911,149,0.201,30,3693,1873,6991,0.498,3480,1983,49,82,0,2
ATL 1983,ATL,1945,665,2433,7146,0.469,3352,2111,0.751,1586,82,19780,Atlanta Hawks,1139,1927,388,2571,7201,0.47,3383,2235,0.719,1608,1303,1981,8413,656,166,0.235,39,3874,1468,7035,0.475,3344,2022,8335,19,573,188,0.239,45,3572,1424,6958,0.475,3307,1983,43,82,1,3
NYK 1983,NYK,2034,378,2263,6793,0.482,3272,2282,0.71,1621,82,19805,New York Knicks,1080,1873,399,2337,6592,0.475,3132,2260,0.75,1695,1073,2116,7997,694,166,0.229,38,3410,1682,6426,0.481,3094,2180,8198,20,701,131,0.252,33,3343,1509,6662,0.486,3239,1983,44,82,2,6
HOU 1983,HOU,1931,422,2260,7446,0.448,3338,1934,0.725,1402,82,19730,Houston Rockets,1206,2252,406,2710,7244,0.503,3641,2375,0.75,1781,1198,1933,9096,772,125,0.264,33,3908,1504,7119,0.507,3608,2131,8145,21,646,271,0.247,67,3466,1571,7175,0.456,3271,1983,14,82,0,0
WSB 1983,WSB,2046,400,2430,7059,0.468,3306,2059,0.705,1452,82,19805,Washington Bullets,1099,1871,555,2514,7044,0.468,3299,2084,0.725,1510,1114,1975,8145,698,163,0.227,37,3628,1543,6881,0.474,3262,1958,8134,22,733,237,0.295,70,3529,1588,6822,0.474,3236,1983,42,82,0,0
CLE 1983,CLE,1738,290,2414,6995,0.465,3252,1983,0.721,1430,82,19755,Cleveland Cavaliers,1173,2005,431,2382,6911,0.489,3381,2396,0.743,1780,974,1830,8574,621,146,0.219,32,3356,1275,6765,0.495,3349,2236,7964,23,617,120,0.25,30,3587,1538,6875,0.469,3222,1983,23,82,0,0
DEN 1982,DEN,2272,368,2443,7656,0.52,3980,2978,0.796,2371,82,19830,Denver Nuggets,1149,2516,569,2459,8142,0.524,4265,2354,0.737,1734,1358,2453,10328,749,227,0.282,64,3817,1476,7915,0.531,4201,2131,10371,1,664,149,0.268,40,3592,1470,7507,0.525,3940,1982,46,82,1,3
LAL 1982,LAL,2356,517,2505,7585,0.517,3919,2161,0.717,1549,82,19855,Los Angeles Lakers,1258,2319,435,2255,7679,0.488,3745,2008,0.714,1433,1275,2004,9001,718,213,0.366,78,3530,1483,7466,0.491,3667,1999,9400,2,848,94,0.138,13,3763,1468,7491,0.521,3906,1982,57,82,12,14
SAS 1982,SAS,2257,555,2537,7613,0.486,3698,2335,0.776,1812,82,19755,San Antonio Spurs,1253,2036,429,2434,7385,0.483,3566,2497,0.758,1893,1151,2179,9083,611,199,0.291,58,3585,1352,7186,0.488,3508,2217,9272,3,600,252,0.254,64,3790,1293,7361,0.494,3634,1982,48,82,4,9
BOS 1982,BOS,2126,568,2489,7334,0.499,3657,2457,0.74,1817,82,19780,Boston Celtics,1253,1972,367,2247,7429,0.47,3490,2172,0.754,1638,1193,2240,8657,681,203,0.192,39,3440,1432,7226,0.478,3451,2014,9180,4,652,184,0.266,49,3742,1452,7150,0.505,3608,1982,63,82,7,12
PHI 1982,PHI,2264,622,2389,6974,0.518,3616,2471,0.747,1846,82,19855,Philadelphia 76ers,1031,1965,470,2344,7083,0.476,3371,2496,0.742,1852,1289,2216,8649,702,212,0.259,55,3633,1615,6871,0.483,3316,2183,9119,5,856,139,0.295,41,3420,1474,6835,0.523,3575,1982,58,82,12,21
DET 1982,DET,2027,564,2345,7391,0.482,3561,2581,0.751,1938,82,19830,Detroit Pistons,1298,2191,581,2434,7362,0.509,3749,2211,0.745,1648,1159,2383,9187,782,175,0.234,41,3593,1637,7187,0.516,3708,2160,9112,6,741,213,0.244,52,3643,1629,7178,0.489,3509,1982,39,82,0,0
UTA 1982,UTA,1895,357,2362,7446,0.494,3679,2282,0.751,1714,82,19780,Utah Jazz,1147,2148,420,2599,7530,0.509,3835,2466,0.745,1837,1253,2052,9558,663,200,0.255,51,3852,1413,7330,0.516,3784,2196,9094,7,700,97,0.227,22,3509,1435,7349,0.498,3657,1982,25,82,0,0
GSW 1982,GSW,1820,391,2452,7349,0.496,3646,2382,0.717,1709,82,19780,Golden State Warriors,1282,2079,393,2407,7250,0.49,3555,2466,0.753,1857,1112,2156,9007,661,172,0.233,40,3519,1368,7078,0.497,3515,2225,9092,8,685,325,0.28,91,3734,1424,7024,0.506,3555,1982,45,82,0,0
POR 1982,POR,2054,367,2355,7187,0.505,3629,2387,0.72,1719,82,19780,Portland Trail Blazers,1142,2114,427,2367,7293,0.499,3637,2149,0.758,1629,1221,2142,8957,708,206,0.262,54,3588,1452,7087,0.506,3583,2012,9006,9,706,140,0.207,29,3497,1390,7047,0.511,3600,1982,42,82,0,0
SDC 1982,SDC,1878,299,2196,7101,0.5,3552,2341,0.723,1693,82,19755,San Diego Clippers,1131,2129,487,2276,7105,0.526,3739,2647,0.751,1988,1033,2124,9502,772,146,0.247,36,3309,1334,6959,0.532,3703,2353,8896,10,636,338,0.293,99,3327,1570,6763,0.511,3453,1982,17,82,0,0
MIL 1982,MIL,2233,455,2415,7015,0.505,3544,2329,0.753,1753,82,19805,Milwaukee Bucks,1167,2016,350,2155,7066,0.467,3297,2470,0.725,1790,1172,2189,8441,720,224,0.254,57,3327,1538,6842,0.474,3240,2281,8890,11,763,164,0.299,49,3582,1589,6851,0.51,3495,1982,55,82,2,6
SEA 1982,SEA,2103,460,2544,7178,0.488,3505,2362,0.74,1747,82,19830,Seattle SuperSonics,1103,1994,311,2420,7407,0.461,3411,2183,0.727,1586,1241,2150,8456,660,201,0.239,48,3661,1405,7206,0.467,3363,2057,8795,12,691,153,0.248,38,3647,1351,7025,0.494,3467,1982,52,82,3,8
KCK 1982,KCK,2056,402,2276,7284,0.495,3604,2158,0.719,1551,82,19880,Kansas City Kings,1086,1853,450,2552,6984,0.5,3493,2653,0.756,2005,1171,2136,9039,707,158,0.304,48,3723,1609,6826,0.505,3445,2359,8785,13,743,130,0.2,26,3362,1507,7154,0.5,3578,1982,30,82,0,0
NJN 1982,NJN,2096,481,2320,7227,0.484,3501,2354,0.728,1714,82,19780,New Jersey Nets,1194,1931,539,2346,6934,0.482,3343,2597,0.749,1946,1142,2164,8690,832,187,0.31,58,3488,1809,6747,0.487,3285,2295,8746,14,918,146,0.205,30,3514,1650,7081,0.49,3471,1982,44,82,0,2
CHI 1982,CHI,2043,483,2525,6728,0.501,3369,2545,0.767,1951,82,19880,Chicago Bulls,1125,2043,469,2225,7388,0.495,3659,2053,0.747,1533,1134,2220,8909,807,194,0.299,58,3359,1257,7194,0.501,3601,2008,8743,15,580,213,0.254,54,3650,1636,6515,0.509,3315,1982,34,82,0,0
NYK 1982,NYK,2075,338,2273,7178,0.491,3523,2171,0.738,1603,82,19830,New York Knicks,1168,2089,358,2366,7018,0.505,3541,2369,0.757,1793,1125,2017,8926,703,168,0.304,51,3491,1462,6850,0.509,3490,2195,8707,16,719,214,0.271,58,3441,1486,6964,0.498,3465,1982,33,82,0,0
